model_tag,retriever,lang_pair,selector_method,k,num_samples,empty_prediction_count,bleu,comet22,pred_qe,source_scope
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,retriever_topk,8,1012,0,0.974450282540928,0.5218761954088456,0.385407544260204,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,error_filter,8,1012,0,1.0156234589414503,0.5275982671339993,0.3892655140856509,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,error_profile_rerank,8,1012,0,1.0597293477813947,0.526070528983952,0.3900734033627001,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,low_quality,8,1012,0,0.8309190850770073,0.4937344143100878,0.3620962686689475,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,quality_only,8,1012,0,0.9682052837631164,0.5164550359953534,0.3885628053616629,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,quality_rerank,8,1012,0,1.0920093636353168,0.5213108382412331,0.3871689390818121,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-som_Latn,random_in_topn,8,1012,0,0.8714136846772134,0.5029318531599676,0.3753015786527174,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,retriever_topk,8,1012,0,33.006543808328416,0.8114393496584044,0.7640763326536997,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,error_filter,8,1012,0,32.54416149851697,0.8103998803309066,0.7643298663994069,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,error_profile_rerank,8,1012,0,32.91774140269437,0.8114668265456267,0.7666138291889029,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,low_quality,8,1012,0,33.83667314940741,0.8100375521324369,0.7651926119454765,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,quality_only,8,1012,0,33.63093762986331,0.8141461886288855,0.7708288070123658,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,quality_rerank,8,1012,0,32.28530753312708,0.8085949736032562,0.7634538093456638,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-swh_Latn,random_in_topn,8,1012,0,34.048930012016186,0.8136298905012636,0.7674906924072462,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,retriever_topk,8,1012,0,1.7109729463098649,0.5378424746127939,0.4216891959191782,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,error_filter,8,1012,0,2.0748544807022453,0.5390541272848962,0.4296022170911664,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,error_profile_rerank,8,1012,0,1.910965565538068,0.5452197874958807,0.429763560680297,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,low_quality,8,1012,0,1.321219256506938,0.5111485108762626,0.4114836197891254,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,quality_only,8,1012,0,2.237253514874009,0.5443507705193028,0.4375116501165473,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,quality_rerank,8,1012,0,1.750304219241027,0.5361855088074217,0.4235865987042193,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,bm25,eng_Latn-xho_Latn,random_in_topn,8,1012,0,1.893388600990768,0.527624013719587,0.4254501612172296,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,error_filter,8,1012,0,0.9583891248388392,0.5356714068046907,0.3807565235337721,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,error_profile_rerank,8,1012,0,0.8831267137084872,0.5306659383412171,0.3782369638148975,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,low_quality,8,1012,0,0.632365061732905,0.4909150875633649,0.3541522838558133,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,quality_only,8,1012,0,1.1287715157463882,0.5254692751987885,0.3802880175382252,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,quality_rerank,8,1012,0,0.9036730779263982,0.5345135420678633,0.3786460246316529,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,random_in_topn,8,1012,0,0.8157619585786451,0.5195579251841359,0.3712320349551001,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-hau_Latn,retriever_topk,8,1012,0,0.9415909593537376,0.5299786046412387,0.3770118224703276,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,error_filter,8,1012,0,1.05731512054174,0.5164545567875559,0.3756270266686503,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,error_profile_rerank,8,1012,1,1.1234574313702594,0.5277172540315417,0.3793852168893484,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,low_quality,8,1012,0,0.6408129079058955,0.4773328094172619,0.3534556914106188,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,quality_only,8,1012,0,0.8753554350568484,0.5026978828130739,0.3802751822492822,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,quality_rerank,8,1012,1,1.0534420577361945,0.5203104278129829,0.3765835221396237,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,random_in_topn,8,1012,0,0.8490092512295359,0.4898364586321261,0.3644800680310359,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-plt_Latn,retriever_topk,8,1012,1,0.9318227685162102,0.5192959387035917,0.3748831673793339,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,error_filter,8,1012,0,0.9881108526274728,0.5460145065759717,0.4032324121992579,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,error_profile_rerank,8,1012,0,0.8733328764653949,0.5405352670154553,0.4020217816407972,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,low_quality,8,1012,0,0.8062882725746398,0.4962451102970381,0.3687995912529263,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,quality_only,8,1012,0,0.8716036414217432,0.543185617524409,0.40078125470005,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,quality_rerank,8,1012,0,0.902625572611088,0.5437198675167655,0.4015510644425045,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,random_in_topn,8,1012,0,0.9686727762699134,0.5190840436535862,0.387834959674494,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-som_Latn,retriever_topk,8,1012,0,0.9118492512160592,0.5408671473708784,0.3999253608610319,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,error_filter,8,1012,0,33.237104147413696,0.8111163816845464,0.7638534521573617,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,error_profile_rerank,8,1012,0,32.83797994975829,0.8082657556671634,0.7615004903655278,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,low_quality,8,1012,0,32.48314260529645,0.8050715934352677,0.7625378538732943,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,quality_only,8,1012,0,32.91659908440246,0.8118883115883637,0.765386767862107,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,quality_rerank,8,1012,0,32.722460894792064,0.8096260937453494,0.7644384501892116,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,random_in_topn,8,1012,0,33.36924544549568,0.8094628721976234,0.7625070810612482,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-swh_Latn,retriever_topk,8,1012,0,32.189953009599215,0.8069287073088022,0.7621728977843707,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,error_filter,8,1012,0,1.7408984097007103,0.5409229498341857,0.4244339094449409,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,error_profile_rerank,8,1012,0,1.8067696412394136,0.5467170685853647,0.4266345923832754,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,low_quality,8,1012,0,1.4617614485656512,0.5256904636329341,0.4140610168338293,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,quality_only,8,1012,0,2.1559050781435523,0.546102571923271,0.4361964324157935,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,quality_rerank,8,1012,0,1.869402814525816,0.550032390627583,0.4251172549345277,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,random_in_topn,8,1012,0,1.634233598989534,0.5252828496718124,0.4231346503430204,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,gte,eng_Latn-xho_Latn,retriever_topk,8,1012,0,1.7333395466014083,0.5427328010233259,0.4222085448534121,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,error_filter,8,1012,0,1.3832882889130549,0.5376730031470065,0.3834491247760331,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,error_profile_rerank,8,1012,0,1.2664029385968696,0.536414975734803,0.3841812491358033,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,low_quality,8,1012,0,0.7250173173137604,0.4914510620853646,0.3581094504757361,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,quality_only,8,1012,0,1.2023943150542888,0.5259307210771699,0.3846795801883158,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,quality_rerank,8,1012,0,1.308543856019688,0.5367955450601729,0.3822385388106225,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,random_in_topn,8,1012,0,0.8660122384831757,0.5013454585619594,0.367682138229665,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-hau_Latn,retriever_topk,8,1012,0,1.236762701343254,0.5413682820061921,0.3836231278807749,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,error_filter,8,1012,0,1.3548036806144326,0.5202583145247146,0.3822046457955488,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,error_profile_rerank,8,1012,0,1.4556698826997916,0.5213063694094952,0.3836281988990637,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,low_quality,8,1012,0,0.7724309790110728,0.470537941843978,0.3542314464807981,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,quality_only,8,1012,0,1.1276511718533249,0.5178800890951053,0.3868902327102634,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,quality_rerank,8,1012,0,1.4554360969260236,0.5220554525938195,0.3829519422099053,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,random_in_topn,8,1012,0,0.9299900810930032,0.4985904808601607,0.3702477059168778,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-plt_Latn,retriever_topk,8,1012,1,1.4647600683375563,0.5171424339421307,0.3801633548488956,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,error_filter,8,1012,0,1.1484865699629605,0.560680438215907,0.4157569426380598,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,error_profile_rerank,8,1012,0,1.1835160262311917,0.5521736187867732,0.4125895906431166,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,low_quality,8,1012,1,0.8467035834028933,0.5048980929996564,0.3782179548997436,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,quality_only,8,1012,0,1.354611919668132,0.5451136997094739,0.4079861064025535,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,quality_rerank,8,1012,0,1.2731000555016976,0.5526466089422288,0.4136465553474049,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,random_in_topn,8,1012,0,0.9332820069940676,0.5253819455889609,0.3953763292771083,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-som_Latn,retriever_topk,8,1012,0,1.2349056715640456,0.5508288743025936,0.412691192105118,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,error_filter,8,1012,0,32.981589958539004,0.8119220298829051,0.7676616033369844,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,error_profile_rerank,8,1012,0,33.28958814700563,0.8135554216242591,0.7670261046219721,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,low_quality,8,1012,0,32.402556962394456,0.8071601948601456,0.7585363059411407,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,quality_only,8,1012,0,33.338003220188845,0.8119989927755042,0.7663606818426739,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,quality_rerank,8,1012,0,33.432906179624034,0.8132840559004324,0.7658610448476826,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,random_in_topn,8,1012,0,33.31252989458037,0.8110422820088421,0.7653062052052954,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-swh_Latn,retriever_topk,8,1012,0,33.156454322443444,0.8112987889779415,0.7614315662223831,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,error_filter,8,1012,0,2.2215332977182287,0.5566004377167687,0.436009466338888,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,error_profile_rerank,8,1012,0,1.9335349445825305,0.5552949377081611,0.4353420916105447,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,low_quality,8,1012,0,1.5096381048239391,0.5277646727742178,0.4166006560146573,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,quality_only,8,1012,0,2.5203764645670383,0.5541087181671805,0.4398152635326027,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,quality_rerank,8,1012,0,2.0793859131806824,0.5555693873539272,0.4309259120065704,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,random_in_topn,8,1012,0,1.8255021338376567,0.5417870973704361,0.4270261785847396,retriever-specific MT-ICL result used in manuscript
bloomz-7b1-mt,sonar,eng_Latn-xho_Latn,retriever_topk,8,1012,0,2.074445187074069,0.5539916552632693,0.4314076040278781,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,shared,eng_Latn-hau_Latn,zero_shot,0,1012,0,7.220939482253239,0.6251714885264281,0.5123423807352427,shared canonical zero-shot used in manuscript
llama3-8b-instruct,shared,eng_Latn-plt_Latn,zero_shot,0,1012,0,0.8402877832767778,0.2770281051075741,0.3110611886375035,shared canonical zero-shot used in manuscript
llama3-8b-instruct,shared,eng_Latn-som_Latn,zero_shot,0,1012,0,2.297601427588347,0.4703938218179663,0.4303998628211586,shared canonical zero-shot used in manuscript
llama3-8b-instruct,shared,eng_Latn-swh_Latn,zero_shot,0,1012,0,14.508291335402594,0.7144293181981023,0.6705107400598733,shared canonical zero-shot used in manuscript
llama3-8b-instruct,shared,eng_Latn-xho_Latn,zero_shot,0,1012,0,0.7996200558489982,0.4337849168055377,0.3918426244744199,shared canonical zero-shot used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,retriever_topk,8,1012,0,9.403130749135435,0.6620187644843056,0.5263832551040668,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,random_in_topn,8,1012,0,8.15551203721378,0.6412394258668536,0.5190010433317173,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,quality_only,8,1012,0,8.237452448683467,0.6434889550913464,0.519620967241144,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,low_quality,8,1012,0,8.120069240057965,0.6412680948175224,0.5142703495124583,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,error_filter,8,1012,0,9.398699212112554,0.6621352052205636,0.5290838073894911,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,quality_rerank,8,1012,0,9.31087425917792,0.658453828393824,0.5282525838069294,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-hau_Latn,error_profile_rerank,8,1012,0,9.26495314558774,0.663047691431677,0.5292209091158252,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,retriever_topk,8,1012,0,4.747808471738545,0.5881294722230773,0.4601566257625229,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,random_in_topn,8,1012,0,4.212053198242512,0.5637775246834331,0.4471449989221784,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,quality_only,8,1012,0,4.345634876544133,0.561604605229358,0.4461555260384507,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,low_quality,8,1012,0,3.9957197412341054,0.5543954058185868,0.443466976167185,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,error_filter,8,1012,0,4.89073304341293,0.5902671303025818,0.4607112498092557,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,quality_rerank,8,1012,0,4.627302417784347,0.587709994346139,0.4600561236439957,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-plt_Latn,error_profile_rerank,8,1012,0,4.919472660720236,0.5892438664148919,0.4589281353966992,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,retriever_topk,8,1012,0,3.026290647883971,0.5227874157133074,0.4702150255382767,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,random_in_topn,8,1012,0,2.535531384614768,0.497306620091082,0.4508797842641122,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,quality_only,8,1012,0,2.608283682465549,0.5002331696303466,0.4535247485628241,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,low_quality,8,1012,0,2.4394568859328944,0.490255272450301,0.4436215485921019,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,error_filter,8,1012,0,3.1139557084063,0.5214691736069121,0.4656853965325317,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,quality_rerank,8,1012,0,3.173275591800322,0.5243518318495025,0.4700082391500473,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-som_Latn,error_profile_rerank,8,1012,0,2.994915751860168,0.5227332975523981,0.467093090854379,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,retriever_topk,8,1012,0,17.354260660393543,0.7254841602425801,0.6846957597513443,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,random_in_topn,8,1012,0,15.994625676322766,0.7192089401273859,0.6780272333812808,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,quality_only,8,1012,0,15.580977284214413,0.7196911037733904,0.6779752115722701,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,low_quality,8,1012,0,16.258555156904336,0.7188517851939079,0.6747101232586171,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,error_filter,8,1012,0,17.49113670046286,0.7299138689524101,0.6883099895162074,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,quality_rerank,8,1012,0,17.533320615213682,0.7284125117916364,0.6866591591019875,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-swh_Latn,error_profile_rerank,8,1012,0,17.25519194640206,0.7280386579425439,0.6869100245385773,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,retriever_topk,8,1012,0,1.231926055898288,0.4493842655314287,0.405263698148162,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,random_in_topn,8,1012,0,1.0270274494314404,0.4244145809897321,0.393544066034758,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,quality_only,8,1012,0,1.2459001720897454,0.4487820959285549,0.4055082981471016,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,low_quality,8,1012,0,0.9694059532935878,0.4187703863404721,0.3903340739106001,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,error_filter,8,1012,0,1.1753391282614438,0.4528042885655235,0.408265489628428,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,quality_rerank,8,1012,0,1.2836377726016843,0.4497570729862324,0.4051938621481888,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,bm25,eng_Latn-xho_Latn,error_profile_rerank,8,1012,0,1.3074888222657992,0.4555391043483504,0.407097564443298,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,gte,eng_Latn-hau_Latn,error_filter,8,1012,0,9.018878860716518,0.6629046616935919,0.52708053677214,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,gte,eng_Latn-hau_Latn,error_profile_rerank,8,1012,0,8.932087365028824,0.6642412219505772,0.5254807555275001,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,gte,eng_Latn-hau_Latn,low_quality,8,1012,0,8.13266959069469,0.6455158552250607,0.515998678245092,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,gte,eng_Latn-hau_Latn,quality_only,8,1012,0,8.390814363284331,0.6468772114707312,0.5220563657905745,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,gte,eng_Latn-hau_Latn,quality_rerank,8,1012,0,8.962429029457764,0.6630708679939683,0.5236765134475919,retriever-specific MT-ICL result used in manuscript
llama3-8b-instruct,gte,eng_Latn-hau_Latn,random_in_topn,8,1012,0,8.448235857825326,0.6501774205991873,0.5210195296543388,retriever-specific MT-ICL result used in manuscript
